strategy,ticker,fiscal_quarter_end,entry_date_T,exit_date,entry_price,exit_price,size_pct,gross_return_pct,net_return_pct,gross_pnl_usd,net_pnl_usd,cum_growth_factor,running_max,drawdown_pct
6,DVN,2021-12-31,2022-02-01,2022-02-17,52.56,55.25,0.1,0.051179604261796,0.048179604261795995,5117.960426179599,4817.960426179599,1.6727453792165778,1.6727453792165778,0.0
6,MTDR,2021-12-31,2022-02-08,2022-02-24,41.99,46.59,0.1,0.10954989283162661,0.10654989283162661,10954.98928316266,10654.98928316266,1.8509762201067028,1.8509762201067028,0.0
6,FANG,2021-12-31,2022-02-08,2022-02-24,124.37,127.89,0.1,0.028302645332475646,0.025302645332475646,2830.2645332475645,2530.2645332475645,1.897810814922909,1.897810814922909,0.0
6,OXY,2021-12-31,2022-02-09,2022-02-25,40.3,38.74,0.1,-0.03870967741935472,-0.04170967741935472,-3870.967741935472,-4170.967741935472,1.8186537380295118,1.897810814922909,-0.04170967741935466
6,CTRA,2021-12-31,2022-02-09,2022-02-25,22.73,22.71,0.1,-0.0008798944126704607,-0.003879894412670461,-87.98944126704608,-387.98944126704606,1.8115975535527489,1.897810814922909,-0.04542774268765147
6,EOG,2021-12-31,2022-02-10,2022-02-26,112.66,114.92,0.1,0.020060358601100704,0.017060358601100705,2006.0358601100704,1706.0358601100704,1.8425040574572353,1.897810814922909,-0.02914239766724072
6,OVV,2021-12-31,2022-02-10,2022-02-26,41.13,45.85,0.1,0.11475808412351078,0.11175808412351078,11475.808412351078,11175.808412351078,2.048418780908451,2.048418780908451,0.0
6,SM,2021-12-31,2022-02-10,2022-02-26,35.1,35.51,0.1,0.011680911680911583,0.008680911680911584,1168.0911680911584,868.0911680911584,2.066200923431038,2.066200923431038,0.0
6,MTDR,2022-03-31,2022-04-12,2022-04-28,56.01,50.47,0.1,-0.09891090876629172,-0.10191090876629172,-9891.090876629172,-10191.090876629172,1.8556325096304298,2.066200923431038,-0.10191090876629176
6,SM,2022-03-31,2022-04-14,2022-04-30,41.35,34.58,0.1,-0.16372430471584046,-0.1667243047158405,-16372.430471584046,-16672.430471584048,1.5462534696541863,2.066200923431038,-0.25164418807511274
6,FANG,2022-03-31,2022-04-18,2022-05-04,140.0,142.49001,0.1,0.017785785714285803,0.014785785714285803,1778.5785714285803,1478.5785714285803,1.5691160421164643,2.066200923431038,-0.2405791594019509
6,DVN,2022-03-31,2022-04-18,2022-05-04,63.54,67.74,0.1,0.06610009442870626,0.06310009442870626,6610.009442870626,6310.009442870626,1.6681274125436112,2.066200923431038,-0.19265963264908642
6,CTRA,2022-03-31,2022-04-18,2022-05-04,30.77,32.77,0.1,0.0649983750406241,0.061998375040624096,6499.83750406241,6199.83750406241,1.7715486014820359,2.066200923431038,-0.14260584176862925
6,EOG,2022-03-31,2022-04-21,2022-05-07,119.49,117.94,0.1,-0.012971796803079732,-0.015971796803079735,-1297.1796803079733,-1597.1796803079733,1.7432537871923848,2.066200923431038,-0.15629996704404825
6,OXY,2022-03-31,2022-04-26,2022-05-12,54.82,59.22,0.1,0.08026267785479749,0.07726267785479748,8026.267785479748,7726.267785479748,1.877942242971386,2.066200923431038,-0.09111344319169044
6,OVV,2022-03-31,2022-04-26,2022-05-12,49.73,42.4,0.1,-0.14739593806555396,-0.15039593806555396,-14739.593806555395,-15039.593806555395,1.5955073577067738,2.066200923431038,-0.2278062894980476
