pad_id,operator_at_permit,operator_normalized,state,county,latitude,longitude,permit_filing_date,spud_filing_date,completion_filing_date,api_number
30025493700000,"EOG Resources, Inc.",EOG,NM,Lea,32.021094,-103.524421,2021-07-25,2021-10-23,2021-12-22,30025493700000
42389380100000,"EOG Resources, Inc.",EOG,TX,Reeves,31.570728,-103.889067,2021-07-27,2021-10-25,2021-12-24,42389380100000
42389387110000,"EOG Resources, Inc.",EOG,TX,Reeves,31.570729,-103.888961,2021-07-27,2021-10-25,2021-12-24,42389387110000
30025490580000,"EOG Resources, Inc.",EOG,NM,Lea,32.020871,-103.531469,2021-07-23,2021-10-21,2021-12-20,30025490580000
42389380080000,"EOG Resources, Inc.",EOG,TX,Reeves,31.570728,-103.889173,2021-07-27,2021-10-25,2021-12-24,42389380080000
30025490590000,"EOG Resources, Inc.",EOG,NM,Lea,32.020826,-103.528206,2021-07-25,2021-10-23,2021-12-22,30025490590000
30025493690000,"EOG Resources, Inc.",EOG,NM,Lea,32.020876,-103.528053,2021-07-25,2021-10-23,2021-12-22,30025493690000
30025494300000,"EOG Resources, Inc.",EOG,NM,Lea,32.020869,-103.531362,2021-07-25,2021-10-23,2021-12-22,30025494300000
30025494950000,"EOG Resources, Inc.",EOG,NM,Lea,32.168607,-103.531512,2021-08-07,2021-11-05,2022-01-04,30025494950000
30025494960000,"EOG Resources, Inc.",EOG,NM,Lea,32.168574,-103.531564,2021-08-06,2021-11-04,2022-01-03,30025494960000
42389380070000,"EOG Resources, Inc.",EOG,TX,Reeves,31.570727,-103.889279,2021-07-27,2021-10-25,2021-12-24,42389380070000
30025492820000,"EOG Resources, Inc.",EOG,NM,Lea,32.168516,-103.531654,2021-08-11,2021-11-09,2022-01-08,30025492820000
30025492830000,"EOG Resources, Inc.",EOG,NM,Lea,32.168492,-103.531693,2021-08-11,2021-11-09,2022-01-08,30025492830000
42389393700000,"EOG Resources, Inc.",EOG,TX,Reeves,31.569588,-103.885843,2021-08-06,2021-11-04,2022-01-03,42389393700000
42389393690000,"EOG Resources, Inc.",EOG,TX,Reeves,31.569587,-103.885947,2021-08-06,2021-11-04,2022-01-03,42389393690000
30025490600000,"EOG Resources, Inc.",EOG,NM,Lea,32.021095,-103.524634,2021-08-08,2021-11-06,2022-01-05,30025490600000
30025491630000,"EOG Resources, Inc.",EOG,NM,Lea,32.018971,-103.519706,2021-08-08,2021-11-06,2022-01-05,30025491630000
30015485830000,"EOG Resources, Inc.",EOG,NM,Eddy,32.065669,-103.780601,2021-08-13,2021-11-11,2022-01-10,30015485830000
30015485840000,"EOG Resources, Inc.",EOG,NM,Eddy,32.065488,-103.780601,2021-08-13,2021-11-11,2022-01-10,30015485840000
30025480510000,"EOG Resources, Inc.",EOG,NM,Lea,32.00112,-103.55048,2021-08-18,2021-11-16,2022-01-15,30025480510000
30025480520000,"EOG Resources, Inc.",EOG,NM,Lea,32.001,-103.54992,2021-08-18,2021-11-16,2022-01-15,30025480520000
30015479240000,"EOG Resources, Inc.",EOG,NM,Eddy,32.065608,-103.77964,2021-08-13,2021-11-11,2022-01-10,30015479240000
30015485550000,"EOG Resources, Inc.",EOG,NM,Eddy,32.06576,-103.780601,2021-08-13,2021-11-11,2022-01-10,30015485550000
30025494660000,"EOG Resources, Inc.",EOG,NM,Lea,32.114877,-103.615972,2021-06-22,2021-09-20,2021-11-19,30025494660000
30025467730000,"EOG Resources, Inc.",EOG,NM,Lea,32.192547,-103.562474,2021-08-14,2021-11-12,2022-01-11,30025467730000
30025467810000,"EOG Resources, Inc.",EOG,NM,Lea,32.192564,-103.562343,2021-08-14,2021-11-12,2022-01-11,30025467810000
30025467820000,"EOG Resources, Inc.",EOG,NM,Lea,32.192547,-103.562367,2021-08-13,2021-11-11,2022-01-10,30025467820000
42301350060000,"EOG Resources, Inc.",EOG,TX,Loving,31.987358,-103.612376,2021-08-28,2021-11-26,2022-01-25,42301350060000
42301350070000,"EOG Resources, Inc.",EOG,TX,Loving,31.987357,-103.61227,2021-08-28,2021-11-26,2022-01-25,42301350070000
42301350090000,"EOG Resources, Inc.",EOG,TX,Loving,31.987357,-103.612164,2021-08-29,2021-11-27,2022-01-26,42301350090000
42301353470000,"EOG Resources, Inc.",EOG,TX,Loving,31.826605,-103.71023,2021-08-18,2021-11-16,2022-01-15,42301353470000
42301353480000,"EOG Resources, Inc.",EOG,TX,Loving,31.826607,-103.710337,2021-08-18,2021-11-16,2022-01-15,42301353480000
42301353490000,"EOG Resources, Inc.",EOG,TX,Loving,31.826604,-103.710442,2021-08-18,2021-11-16,2022-01-15,42301353490000
42301353500000,"EOG Resources, Inc.",EOG,TX,Loving,31.826604,-103.710549,2021-08-18,2021-11-16,2022-01-15,42301353500000
30025467740000,"EOG Resources, Inc.",EOG,NM,Lea,32.194223,-103.564012,2021-08-13,2021-11-11,2022-01-10,30025467740000
30025467830000,"EOG Resources, Inc.",EOG,NM,Lea,32.194222,-103.563798,2021-08-14,2021-11-12,2022-01-11,30025467830000
30025467840000,"EOG Resources, Inc.",EOG,NM,Lea,32.194223,-103.563905,2021-08-14,2021-11-12,2022-01-11,30025467840000
30015479250000,"EOG Resources, Inc.",EOG,NM,Eddy,32.065489,-103.778001,2021-08-26,2021-11-24,2022-01-23,30015479250000
30015479260000,"EOG Resources, Inc.",EOG,NM,Eddy,32.065671,-103.778002,2021-08-25,2021-11-23,2022-01-22,30015479260000
30015479970000,"EOG Resources, Inc.",EOG,NM,Eddy,32.06558,-103.778002,2021-08-25,2021-11-23,2022-01-22,30015479970000
42301350080000,"EOG Resources, Inc.",EOG,TX,Loving,31.986104,-103.601813,2021-09-07,2021-12-06,2022-02-04,42301350080000
42301350100000,"EOG Resources, Inc.",EOG,TX,Loving,31.986104,-103.601706,2021-09-07,2021-12-06,2022-02-04,42301350100000
42301350110000,"EOG Resources, Inc.",EOG,TX,Loving,31.986104,-103.6016,2021-09-07,2021-12-06,2022-02-04,42301350110000
30015476190000,"EOG Resources, Inc.",EOG,NM,Eddy,32.053175,-103.837313,2021-08-29,2021-11-27,2022-01-26,30015476190000
30015476500000,"EOG Resources, Inc.",EOG,NM,Eddy,32.053143,-103.837413,2021-08-29,2021-11-27,2022-01-26,30015476500000
30015476840000,"EOG Resources, Inc.",EOG,NM,Eddy,32.053112,-103.837512,2021-08-29,2021-11-27,2022-01-26,30015476840000
30015476180000,"EOG Resources, Inc.",EOG,NM,Eddy,32.054206,-103.834037,2021-08-29,2021-11-27,2022-01-26,30015476180000
30015476480000,"EOG Resources, Inc.",EOG,NM,Eddy,32.054237,-103.833937,2021-08-29,2021-11-27,2022-01-26,30015476480000
30015476490000,"EOG Resources, Inc.",EOG,NM,Eddy,32.054174,-103.834137,2021-08-29,2021-11-27,2022-01-26,30015476490000
30025494870000,"EOG Resources, Inc.",EOG,NM,Lea,32.123793,-103.514236,2021-09-09,2021-12-08,2022-02-06,30025494870000
30025493830000,"EOG Resources, Inc.",EOG,NM,Lea,32.123794,-103.514381,2021-09-08,2021-12-07,2022-02-05,30025493830000
30025493840000,"EOG Resources, Inc.",EOG,NM,Lea,32.123794,-103.514284,2021-09-08,2021-12-07,2022-02-05,30025493840000
30025494860000,"EOG Resources, Inc.",EOG,NM,Lea,32.123794,-103.514333,2021-09-09,2021-12-08,2022-02-06,30025494860000
30015476510000,"EOG Resources, Inc.",EOG,NM,Eddy,32.052398,-103.840422,2021-09-14,2021-12-13,2022-02-11,30015476510000
30015476850000,"EOG Resources, Inc.",EOG,NM,Eddy,32.052366,-103.840522,2021-09-14,2021-12-13,2022-02-11,30015476850000
42389395800000,"EOG Resources, Inc.",EOG,TX,Reeves,31.482815,-103.824003,2021-09-09,2021-12-08,2022-02-06,42389395800000
42389395810000,"EOG Resources, Inc.",EOG,TX,Reeves,31.482815,-103.823897,2021-09-09,2021-12-08,2022-02-06,42389395810000
42389395820000,"EOG Resources, Inc.",EOG,TX,Reeves,31.482815,-103.823791,2021-09-10,2021-12-09,2022-02-07,42389395820000
42389395830000,"EOG Resources, Inc.",EOG,TX,Reeves,31.482815,-103.823686,2021-09-10,2021-12-09,2022-02-07,42389395830000
30025493850000,"EOG Resources, Inc.",EOG,NM,Lea,32.1238,-103.510327,2021-09-15,2021-12-14,2022-02-12,30025493850000
30025494730000,"EOG Resources, Inc.",EOG,NM,Lea,32.1238,-103.510424,2021-09-15,2021-12-14,2022-02-12,30025494730000
30025494880000,"EOG Resources, Inc.",EOG,NM,Lea,32.1238,-103.510375,2021-09-16,2021-12-15,2022-02-13,30025494880000
30025469300000,"EOG Resources, Inc.",EOG,NM,Lea,32.20884,-103.493072,2021-09-22,2021-12-21,2022-02-19,30025469300000
30025469730000,"EOG Resources, Inc.",EOG,NM,Lea,32.20884,-103.493019,2021-09-22,2021-12-21,2022-02-19,30025469730000
30025469740000,"EOG Resources, Inc.",EOG,NM,Lea,32.20884,-103.493126,2021-09-22,2021-12-21,2022-02-19,30025469740000
30025495470000,"EOG Resources, Inc.",EOG,NM,Lea,32.09978,-103.707996,2021-09-19,2021-12-18,2022-02-16,30025495470000
30025495480000,"EOG Resources, Inc.",EOG,NM,Lea,32.100929,-103.706457,2021-09-19,2021-12-18,2022-02-16,30025495480000
30025495510000,"EOG Resources, Inc.",EOG,NM,Lea,32.100107,-103.707326,2021-09-19,2021-12-18,2022-02-16,30025495510000
30025469700000,"EOG Resources, Inc.",EOG,NM,Lea,32.20845,-103.48661,2021-09-22,2021-12-21,2022-02-19,30025469700000
30025469750000,"EOG Resources, Inc.",EOG,NM,Lea,32.20867,-103.490782,2021-09-25,2021-12-24,2022-02-22,30025469750000
30025495460000,"EOG Resources, Inc.",EOG,NM,Lea,32.099268,-103.711563,2021-09-19,2021-12-18,2022-02-16,30025495460000
30025495490000,"EOG Resources, Inc.",EOG,NM,Lea,32.099358,-103.711563,2021-09-19,2021-12-18,2022-02-16,30025495490000
30025495500000,"EOG Resources, Inc.",EOG,NM,Lea,32.099177,-103.711562,2021-09-19,2021-12-18,2022-02-16,30025495500000
30025496320000,"EOG Resources, Inc.",EOG,NM,Lea,32.208669,-103.490943,2021-09-25,2021-12-24,2022-02-22,30025496320000
30025482390000,"EOG Resources, Inc.",EOG,NM,Lea,32.208646,-103.507535,2021-09-28,2021-12-27,2022-02-25,30025482390000
30025488710000,"EOG Resources, Inc.",EOG,NM,Lea,32.099659,-103.714806,2021-09-30,2021-12-29,2022-02-27,30025488710000
30025488760000,"EOG Resources, Inc.",EOG,NM,Lea,32.099731,-103.714742,2021-09-30,2021-12-29,2022-02-27,30025488760000
30025478720000,"EOG Resources, Inc.",EOG,NM,Lea,32.208653,-103.507512,2021-09-29,2021-12-28,2022-02-26,30025478720000
30025478730000,"EOG Resources, Inc.",EOG,NM,Lea,32.208653,-103.507405,2021-09-29,2021-12-28,2022-02-26,30025478730000
30025478740000,"EOG Resources, Inc.",EOG,NM,Lea,32.208645,-103.507215,2021-09-29,2021-12-28,2022-02-26,30025478740000
30025488720000,"EOG Resources, Inc.",EOG,NM,Lea,32.099806,-103.714677,2021-09-30,2021-12-29,2022-02-27,30025488720000
30025482400000,"EOG Resources, Inc.",EOG,NM,Lea,32.20864,-103.501407,2021-10-09,2022-01-07,2022-03-08,30025482400000
30025482410000,"EOG Resources, Inc.",EOG,NM,Lea,32.208641,-103.5013,2021-10-09,2022-01-07,2022-03-08,30025482410000
30015483140000,"EOG Resources, Inc.",EOG,NM,Eddy,32.064821,-104.042928,2021-10-10,2022-01-08,2022-03-09,30015483140000
30025471340000,"EOG Resources, Inc.",EOG,NM,Lea,32.24044,-103.667343,2021-10-09,2022-01-07,2022-03-08,30025471340000
30025472570000,"EOG Resources, Inc.",EOG,NM,Lea,32.24044,-103.667451,2021-10-09,2022-01-07,2022-03-08,30025472570000
30015483130000,"EOG Resources, Inc.",EOG,NM,Eddy,32.064822,-104.043024,2021-10-10,2022-01-08,2022-03-09,30015483130000
30015483150000,"EOG Resources, Inc.",EOG,NM,Eddy,32.064834,-104.042465,2021-10-10,2022-01-08,2022-03-09,30015483150000
30015483160000,"EOG Resources, Inc.",EOG,NM,Eddy,32.064712,-104.043017,2021-10-10,2022-01-08,2022-03-09,30015483160000
30025472560000,"EOG Resources, Inc.",EOG,NM,Lea,32.240441,-103.66713,2021-10-09,2022-01-07,2022-03-08,30025472560000
30025472510000,"EOG Resources, Inc.",EOG,NM,Lea,32.240441,-103.667237,2021-10-09,2022-01-07,2022-03-08,30025472510000
30025492410000,"EOG Resources, Inc.",EOG,NM,Lea,32.138181,-103.480734,2021-10-13,2022-01-11,2022-03-12,30025492410000
30025492440000,"EOG Resources, Inc.",EOG,NM,Lea,32.138202,-103.467949,2021-10-12,2022-01-10,2022-03-11,30025492440000
30025472480000,"EOG Resources, Inc.",EOG,NM,Lea,32.240344,-103.665207,2021-10-14,2022-01-12,2022-03-13,30025472480000
30025472550000,"EOG Resources, Inc.",EOG,NM,Lea,32.240345,-103.665101,2021-10-13,2022-01-11,2022-03-12,30025472550000
30025472490000,"EOG Resources, Inc.",EOG,NM,Lea,32.240344,-103.665314,2021-10-14,2022-01-12,2022-03-13,30025472490000
30025472500000,"EOG Resources, Inc.",EOG,NM,Lea,32.240343,-103.665421,2021-10-14,2022-01-12,2022-03-13,30025472500000
30025477000000,"EOG Resources, Inc.",EOG,NM,Lea,32.138191,-103.474387,2021-10-18,2022-01-16,2022-03-17,30025477000000
30025477040000,"EOG Resources, Inc.",EOG,NM,Lea,32.13814,-103.47456,2021-10-17,2022-01-15,2022-03-16,30025477040000
30025488860000,"EOG Resources, Inc.",EOG,NM,Lea,32.13814,-103.474538,2021-10-18,2022-01-16,2022-03-17,30025488860000
30025477210000,"EOG Resources, Inc.",EOG,NM,Lea,32.149555,-103.638954,2021-10-25,2022-01-23,2022-03-24,30025477210000
30025477220000,"EOG Resources, Inc.",EOG,NM,Lea,32.149555,-103.638848,2021-10-24,2022-01-22,2022-03-23,30025477220000
30025476000000,"EOG Resources, Inc.",EOG,NM,Lea,32.139082,-103.629593,2021-10-27,2022-01-25,2022-03-26,30025476000000
30025476010000,"EOG Resources, Inc.",EOG,NM,Lea,32.139168,-103.629558,2021-10-27,2022-01-25,2022-03-26,30025476010000
42389395580000,"EOG Resources, Inc.",EOG,TX,Reeves,31.486149,-103.718071,2021-07-02,2021-09-30,2021-11-29,42389395580000
30025475960000,"EOG Resources, Inc.",EOG,NM,Lea,32.139963,-103.634781,2021-10-27,2022-01-25,2022-03-26,30025475960000
30025475970000,"EOG Resources, Inc.",EOG,NM,Lea,32.139964,-103.634674,2021-10-27,2022-01-25,2022-03-26,30025475970000
30025475980000,"EOG Resources, Inc.",EOG,NM,Lea,32.139965,-103.632532,2021-10-27,2022-01-25,2022-03-26,30025475980000
30025477190000,"EOG Resources, Inc.",EOG,NM,Lea,32.150621,-103.642957,2021-10-24,2022-01-22,2022-03-23,30025477190000
30025477200000,"EOG Resources, Inc.",EOG,NM,Lea,32.15063,-103.642744,2021-10-25,2022-01-23,2022-03-24,30025477200000
30025488770000,"EOG Resources, Inc.",EOG,NM,Lea,32.150626,-103.64285,2021-10-25,2022-01-23,2022-03-24,30025488770000
30025475990000,"EOG Resources, Inc.",EOG,NM,Lea,32.139965,-103.632425,2021-10-27,2022-01-25,2022-03-26,30025475990000
30025468520000,"EOG Resources, Inc.",EOG,NM,Lea,32.094665,-103.472802,2021-11-05,2022-02-03,2022-04-04,30025468520000
30025468510000,"EOG Resources, Inc.",EOG,NM,Lea,32.094665,-103.472696,2021-11-05,2022-02-03,2022-04-04,30025468510000
30025496890000,"EOG Resources, Inc.",EOG,NM,Lea,32.121068,-103.647519,2021-11-03,2022-02-01,2022-04-02,30025496890000
30025496870000,"EOG Resources, Inc.",EOG,NM,Lea,32.121051,-103.647564,2021-11-03,2022-02-01,2022-04-02,30025496870000
30025496440000,"EOG Resources, Inc.",EOG,NM,Lea,32.12102,-103.647653,2021-11-03,2022-02-01,2022-04-02,30025496440000
30025496450000,"EOG Resources, Inc.",EOG,NM,Lea,32.121104,-103.647608,2021-11-03,2022-02-01,2022-04-02,30025496450000
30025497020000,"EOG Resources, Inc.",EOG,NM,Lea,32.194721,-103.597892,2021-11-11,2022-02-09,2022-04-10,30025497020000
30025497030000,"EOG Resources, Inc.",EOG,NM,Lea,32.194721,-103.597763,2021-11-11,2022-02-09,2022-04-10,30025497030000
30025497040000,"EOG Resources, Inc.",EOG,NM,Lea,32.194721,-103.597699,2021-11-11,2022-02-09,2022-04-10,30025497040000
30025497050000,"EOG Resources, Inc.",EOG,NM,Lea,32.194721,-103.597828,2021-11-11,2022-02-09,2022-04-10,30025497050000
42389393620000,"EOG Resources, Inc.",EOG,TX,Reeves,31.476184,-103.683396,2021-11-08,2022-02-06,2022-04-07,42389393620000
42389393630000,"EOG Resources, Inc.",EOG,TX,Reeves,31.476183,-103.683289,2021-11-09,2022-02-07,2022-04-08,42389393630000
42389397020000,"EOG Resources, Inc.",EOG,TX,Reeves,31.476518,-103.680119,2021-11-12,2022-02-10,2022-04-11,42389397020000
42389397030000,"EOG Resources, Inc.",EOG,TX,Reeves,31.476517,-103.680055,2021-11-12,2022-02-10,2022-04-11,42389397030000
30025468250000,"EOG Resources, Inc.",EOG,NM,Lea,32.094666,-103.470138,2021-11-16,2022-02-14,2022-04-15,30025468250000
30025468490000,"EOG Resources, Inc.",EOG,NM,Lea,32.094666,-103.470032,2021-11-16,2022-02-14,2022-04-15,30025468490000
42389397040000,"EOG Resources, Inc.",EOG,TX,Reeves,31.476517,-103.67999,2021-11-12,2022-02-10,2022-04-11,42389397040000
42389397050000,"EOG Resources, Inc.",EOG,TX,Reeves,31.476517,-103.679926,2021-11-12,2022-02-10,2022-04-11,42389397050000
30025472300000,"EOG Resources, Inc.",EOG,NM,Lea,32.241297,-103.659915,2021-11-23,2022-02-21,2022-04-22,30025472300000
30025472320000,"EOG Resources, Inc.",EOG,NM,Lea,32.24139,-103.659873,2021-11-23,2022-02-21,2022-04-22,30025472320000
30025472360000,"EOG Resources, Inc.",EOG,NM,Lea,32.241218,-103.659969,2021-11-23,2022-02-21,2022-04-22,30025472360000
30025470970000,"EOG Resources, Inc.",EOG,NM,Lea,32.24224,-103.660023,2021-11-24,2022-02-22,2022-04-23,30025470970000
30025496050000,"EOG Resources, Inc.",EOG,NM,Lea,32.122147,-103.652245,2021-11-19,2022-02-17,2022-04-18,30025496050000
30025496060000,"EOG Resources, Inc.",EOG,NM,Lea,32.122147,-103.651926,2021-11-19,2022-02-17,2022-04-18,30025496060000
30025496460000,"EOG Resources, Inc.",EOG,NM,Lea,32.122147,-103.652139,2021-11-19,2022-02-17,2022-04-18,30025496460000
30025496880000,"EOG Resources, Inc.",EOG,NM,Lea,32.122147,-103.652032,2021-11-19,2022-02-17,2022-04-18,30025496880000
30025497060000,"EOG Resources, Inc.",EOG,NM,Lea,32.181968,-103.607044,2021-11-29,2022-02-27,2022-04-28,30025497060000
30025497070000,"EOG Resources, Inc.",EOG,NM,Lea,32.181913,-103.607044,2021-11-29,2022-02-27,2022-04-28,30025497070000
30025473340000,"EOG Resources, Inc.",EOG,NM,Lea,32.240716,-103.657536,2021-11-29,2022-02-27,2022-04-28,30025473340000
30025473350000,"EOG Resources, Inc.",EOG,NM,Lea,32.2408,-103.657527,2021-11-30,2022-02-28,2022-04-29,30025473350000
30025470960000,"EOG Resources, Inc.",EOG,NM,Lea,32.241558,-103.65603,2021-11-30,2022-02-28,2022-04-29,30025470960000
30025470980000,"EOG Resources, Inc.",EOG,NM,Lea,32.240665,-103.666492,2021-11-30,2022-02-28,2022-04-29,30025470980000
30025446160000,"EOG Resources, Inc.",EOG,NM,Lea,32.238718,-103.654767,2021-12-03,2022-03-03,2022-05-02,30025446160000
30025472340000,"EOG Resources, Inc.",EOG,NM,Lea,32.238843,-103.655038,2021-12-03,2022-03-03,2022-05-02,30025472340000
30025472390000,"EOG Resources, Inc.",EOG,NM,Lea,32.23872,-103.654428,2021-12-04,2022-03-04,2022-05-03,30025472390000
30025472400000,"EOG Resources, Inc.",EOG,NM,Lea,32.238843,-103.654973,2021-12-03,2022-03-03,2022-05-02,30025472400000
42301357670000,"EOG Resources, Inc.",EOG,TX,Loving,31.928039,-103.634518,2021-12-05,2022-03-05,2022-05-04,42301357670000
42301357550000,"EOG Resources, Inc.",EOG,TX,Loving,31.927966,-103.63935,2021-12-04,2022-03-04,2022-05-03,42301357550000
42301357620000,"EOG Resources, Inc.",EOG,TX,Loving,31.927966,-103.639286,2021-12-05,2022-03-05,2022-05-04,42301357620000
42301357660000,"EOG Resources, Inc.",EOG,TX,Loving,31.927965,-103.639221,2021-12-05,2022-03-05,2022-05-04,42301357660000
42301358480000,"EOG Resources, Inc.",EOG,TX,Loving,31.927929,-103.634519,2021-12-05,2022-03-05,2022-05-04,42301358480000
42301355870000,"EOG Resources, Inc.",EOG,TX,Loving,31.95546,-103.665194,2021-12-07,2022-03-07,2022-05-06,42301355870000
42301355920000,"EOG Resources, Inc.",EOG,TX,Loving,31.955461,-103.665088,2021-12-07,2022-03-07,2022-05-06,42301355920000
42301357570000,"EOG Resources, Inc.",EOG,TX,Loving,31.928149,-103.634517,2021-12-05,2022-03-05,2022-05-04,42301357570000
42301357630000,"EOG Resources, Inc.",EOG,TX,Loving,31.928094,-103.634517,2021-12-05,2022-03-05,2022-05-04,42301357630000
